Package,File,Line,MethodSignature,MethodName,MethodNPath
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,310,setEpochs(int),setEpochs,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,321,getEpochs(),getEpochs,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,331,setKappa(double),setKappa,4
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,342,getKappa(),getKappa,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,352,setMiniBatchSize(int),setMiniBatchSize,2
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,365,getTopicVec(int),getTopicVec,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,379,expandPsiMinusPsiSum(Vec, double, Vec),expandPsiMinusPsiSum,2
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,394,sampleExpoDist(double, double),sampleExpoDist,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,404,update(List),update,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,415,update(List, ExecutorService),update,128
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,549,model(DataSet, int),model,1
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,560,model(DataSet, int, ExecutorService),model,6
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,591,getTopics(Vec),getTopics,4
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,621,updateBetas(List, ExecutorService),updateBetas,24
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,678,prepareGammaTheta(Vec, Vec, Vec, Random),prepareGammaTheta,4
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,705,computePhi(Vec, int, double, int, Vec, Vec, Vec),computePhi,75
jsat.text.topicmodel,/text/topicmodel/OnlineLDAsvi.java,785,initialize(),initialize,12
jsat.text.tokenizer,/text/tokenizer/NGramTokenizer.java,43,NGramTokenizer(int, Tokenizer, boolean),NGramTokenizer,2
jsat.text.tokenizer,/text/tokenizer/NGramTokenizer.java,54,tokenize(String),tokenize,1
jsat.text.tokenizer,/text/tokenizer/NGramTokenizer.java,62,tokenize(String, StringBuilder, List),tokenize,32
jsat.text.tokenizer,/text/tokenizer/StopWordTokenizer.java,24,StopWordTokenizer(Tokenizer, Collection),StopWordTokenizer,1
jsat.text.tokenizer,/text/tokenizer/StopWordTokenizer.java,35,StopWordTokenizer(Tokenizer, String...),StopWordTokenizer,1
jsat.text.tokenizer,/text/tokenizer/StopWordTokenizer.java,42,tokenize(String),tokenize,1
jsat.text.tokenizer,/text/tokenizer/StopWordTokenizer.java,50,tokenize(String, StringBuilder, List),tokenize,1
jsat.text.tokenizer,/text/tokenizer/StemmingTokenizer.java,18,StemmingTokenizer(Stemmer, Tokenizer),StemmingTokenizer,1
jsat.text.tokenizer,/text/tokenizer/StemmingTokenizer.java,25,tokenize(String),tokenize,1
jsat.text.tokenizer,/text/tokenizer/StemmingTokenizer.java,33,tokenize(String, StringBuilder, List),tokenize,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,30,NaiveTokenizer(),NaiveTokenizer,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,41,NaiveTokenizer(boolean),NaiveTokenizer,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,50,setUseLowerCase(boolean),setUseLowerCase,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,60,isUseLowerCase(),isUseLowerCase,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,76,setOtherToWhiteSpace(boolean),setOtherToWhiteSpace,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,86,isOtherToWhiteSpace(),isOtherToWhiteSpace,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,92,tokenize(String),tokenize,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,104,tokenize(String, StringBuilder, List),tokenize,30
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,137,setMaxTokenLength(int),setMaxTokenLength,4
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,150,getMaxTokenLength(),getMaxTokenLength,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,161,setMinTokenLength(int),setMinTokenLength,4
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,174,getMinTokenLength(),getMinTokenLength,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,187,setNoDigits(boolean),setNoDigits,1
jsat.text.tokenizer,/text/tokenizer/NaiveTokenizer.java,198,isNoDigits(),isNoDigits,1
jsat.text,/text/HashedTextDataLoader.java,72,HashedTextDataLoader(Tokenizer, WordWeighting),HashedTextDataLoader,1
jsat.text,/text/HashedTextDataLoader.java,77,HashedTextDataLoader(int, Tokenizer, WordWeighting),HashedTextDataLoader,1
jsat.text,/text/HashedTextDataLoader.java,116,addOriginalDocument(String),addOriginalDocument,24
jsat.text,/text/HashedTextDataLoader.java,171,finishAdding(),finishAdding,4
jsat.text,/text/HashedTextDataLoader.java,194,getDataSet(),getDataSet,4
jsat.text,/text/HashedTextDataLoader.java,211,newText(String),newText,1
jsat.text,/text/HashedTextDataLoader.java,217,newText(String, StringBuilder, List),newText,1
jsat.text,/text/HashedTextDataLoader.java,228,getTextVectorCreator(),getTextVectorCreator,2
jsat.text,/text/GreekLetters.java,41,bar(String),bar,1
jsat.text,/text/BasicTextVectorCreator.java,39,BasicTextVectorCreator(Tokenizer, Map, WordWeighting),BasicTextVectorCreator,1
jsat.text,/text/BasicTextVectorCreator.java,47,newText(String),newText,1
jsat.text,/text/BasicTextVectorCreator.java,53,newText(String, StringBuilder, List),newText,3
jsat.text,/text/ClassificationHashedTextDataLoader.java,47,ClassificationHashedTextDataLoader(Tokenizer, WordWeighting),ClassificationHashedTextDataLoader,1
jsat.text,/text/ClassificationHashedTextDataLoader.java,58,ClassificationHashedTextDataLoader(int, Tokenizer, WordWeighting),ClassificationHashedTextDataLoader,1
jsat.text,/text/ClassificationHashedTextDataLoader.java,82,addOriginalDocument(String),addOriginalDocument,1
jsat.text,/text/ClassificationHashedTextDataLoader.java,101,addOriginalDocument(String, int),addOriginalDocument,8
jsat.text,/text/ClassificationHashedTextDataLoader.java,119,getDataSet(),getDataSet,4
jsat.text,/text/HashedTextVectorCreator.java,36,HashedTextVectorCreator(int, Tokenizer, WordWeighting),HashedTextVectorCreator,2
jsat.text,/text/HashedTextVectorCreator.java,46,newText(String),newText,1
jsat.text,/text/HashedTextVectorCreator.java,52,newText(String, StringBuilder, List),newText,2
jsat.text,/text/ClassificationTextDataLoader.java,48,ClassificationTextDataLoader(Tokenizer, WordWeighting),ClassificationTextDataLoader,1
jsat.text,/text/ClassificationTextDataLoader.java,71,addOriginalDocument(String),addOriginalDocument,1
jsat.text,/text/ClassificationTextDataLoader.java,90,addOriginalDocument(String, int),addOriginalDocument,8
jsat.text,/text/ClassificationTextDataLoader.java,108,getDataSet(),getDataSet,4
jsat.text,/text/TextDataLoader.java,103,TextDataLoader(Tokenizer, WordWeighting),TextDataLoader,1
jsat.text,/text/TextDataLoader.java,143,addOriginalDocument(String),addOriginalDocument,48
jsat.text,/text/TextDataLoader.java,215,addWord(String, SparseVector, Integer),addWord,20
jsat.text,/text/TextDataLoader.java,274,finishAdding(),finishAdding,8
jsat.text,/text/TextDataLoader.java,307,getDataSet(),getDataSet,4
jsat.text,/text/TextDataLoader.java,330,newText(String),newText,2
jsat.text,/text/TextDataLoader.java,338,newText(String, StringBuilder, List),newText,2
jsat.text,/text/TextDataLoader.java,351,getTextVectorCreator(),getTextVectorCreator,3
jsat.text,/text/TextDataLoader.java,365,getWordForIndex(int),getWordForIndex,15
jsat.text,/text/TextDataLoader.java,386,getTermFrequency(int),getTermFrequency,1
jsat.text,/text/TextDataLoader.java,399,getMinimumOccurrenceDTF(int),getMinimumOccurrenceDTF,3
jsat.text.wordweighting,/text/wordweighting/BinaryWordPresent.java,23,setWeight(List, List),setWeight,1
jsat.text.wordweighting,/text/wordweighting/BinaryWordPresent.java,28,applyTo(Vec),applyTo,1
jsat.text.wordweighting,/text/wordweighting/BinaryWordPresent.java,34,indexFunc(double, int),indexFunc,3
jsat.text.wordweighting,/text/wordweighting/TfIdf.java,51,TfIdf(),TfIdf,1
jsat.text.wordweighting,/text/wordweighting/TfIdf.java,62,TfIdf(TermFrequencyWeight),TfIdf,1
jsat.text.wordweighting,/text/wordweighting/TfIdf.java,68,setWeight(List, List),setWeight,1
jsat.text.wordweighting,/text/wordweighting/TfIdf.java,75,indexFunc(double, int),indexFunc,12
jsat.text.wordweighting,/text/wordweighting/TfIdf.java,101,applyTo(Vec),applyTo,4
jsat.text.wordweighting,/text/wordweighting/OkapiBM25.java,30,OkapiBM25(),OkapiBM25,1
jsat.text.wordweighting,/text/wordweighting/OkapiBM25.java,41,OkapiBM25(double, double),OkapiBM25,16
jsat.text.wordweighting,/text/wordweighting/OkapiBM25.java,52,setWeight(List, List),setWeight,3
jsat.text.wordweighting,/text/wordweighting/OkapiBM25.java,70,applyTo(Vec),applyTo,4
jsat.text.wordweighting,/text/wordweighting/OkapiBM25.java,88,indexFunc(double, int),indexFunc,3
jsat.text.wordweighting,/text/wordweighting/WordCount.java,20,setWeight(List, List),setWeight,1
jsat.text.wordweighting,/text/wordweighting/WordCount.java,26,applyTo(Vec),applyTo,1
jsat.text.wordweighting,/text/wordweighting/WordCount.java,32,indexFunc(double, int),indexFunc,3
jsat.text.stemming,/text/stemming/VoidStemmer.java,14,stem(String),stem,1
jsat.text.stemming,/text/stemming/LovinsStemmer.java,231,removeEnding(String),removeEnding,167
jsat.text.stemming,/text/stemming/LovinsStemmer.java,374,fixStem(String),fixStem,81
jsat.text.stemming,/text/stemming/LovinsStemmer.java,454,stem(String),stem,1
jsat.text.stemming,/text/stemming/Stemmer.java,34,applyTo(List),applyTo,2
jsat.text.stemming,/text/stemming/Stemmer.java,44,applyTo(String),applyTo,2
jsat.text.stemming,/text/stemming/PorterStemmer.java,79,stem(String),stem,6451200
jsat.text.stemming,/text/stemming/PorterStemmer.java,203,measure(String),measure,1
jsat.text.stemming,/text/stemming/PorterStemmer.java,208,measure(String, int, int),measure,66
jsat.text.stemming,/text/stemming/PorterStemmer.java,241,isVowel(String, int),isVowel,16
jsat.text.stemming,/text/stemming/PorterStemmer.java,270,oRule(String),oRule,14
jsat.text.stemming,/text/stemming/PorterStemmer.java,290,containsVowel(String),containsVowel,3
jsat.text.stemming,/text/stemming/PorterStemmer.java,298,doubleConstant(String, char...),doubleConstant,8
jsat.text.stemming,/text/stemming/PaiceHuskStemmer.java,41,Rule(String, int, String, boolean, boolean),Rule,1
jsat.text.stemming,/text/stemming/PaiceHuskStemmer.java,60,apply(String),apply,133
jsat.text.stemming,/text/stemming/PaiceHuskStemmer.java,313,isVowel(char),isVowel,4
jsat.text.stemming,/text/stemming/PaiceHuskStemmer.java,319,stem(String),stem,31
jsat.regression,/regression/AveragedRegressor.java,28,AveragedRegressor(Regressor...),AveragedRegressor,3
jsat.regression,/regression/AveragedRegressor.java,41,AveragedRegressor(List),AveragedRegressor,3
jsat.regression,/regression/AveragedRegressor.java,48,regress(DataPoint),regress,2
jsat.regression,/regression/AveragedRegressor.java,56,train(RegressionDataSet, boolean),train,2
jsat.regression,/regression/AveragedRegressor.java,62,train(RegressionDataSet),train,2
jsat.regression,/regression/AveragedRegressor.java,68,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/AveragedRegressor.java,74,clone(),clone,2
jsat.regression,/regression/UpdateableRegressor.java,54,update(DataPoint, double),update,1
jsat.regression,/regression/RANSAC.java,79,RANSAC(Regressor, int, int, int, double),RANSAC,1
jsat.regression,/regression/RANSAC.java,98,RANSACWorker(Regressor, int, RegressionDataSet),RANSACWorker,1
jsat.regression,/regression/RANSAC.java,113,call(),call,241
jsat.regression,/regression/RANSAC.java,186,compareTo(RANSACWorker),compareTo,1
jsat.regression,/regression/RANSAC.java,199,getInitialTrainSize(),getInitialTrainSize,1
jsat.regression,/regression/RANSAC.java,210,setInitialTrainSize(int),setInitialTrainSize,2
jsat.regression,/regression/RANSAC.java,222,getIterations(),getIterations,1
jsat.regression,/regression/RANSAC.java,231,setIterations(int),setIterations,2
jsat.regression,/regression/RANSAC.java,245,getMaxPointError(),getMaxPointError,1
jsat.regression,/regression/RANSAC.java,258,setMaxPointError(double),setMaxPointError,4
jsat.regression,/regression/RANSAC.java,273,getMinResultSize(),getMinResultSize,1
jsat.regression,/regression/RANSAC.java,286,setMinResultSize(int),setMinResultSize,2
jsat.regression,/regression/RANSAC.java,295,regress(DataPoint),regress,1
jsat.regression,/regression/RANSAC.java,301,train(RegressionDataSet, boolean),train,33
jsat.regression,/regression/RANSAC.java,340,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/RANSAC.java,346,clone(),clone,1
jsat.regression,/regression/RANSAC.java,358,getBaseRegressorClone(),getBaseRegressorClone,1
jsat.regression,/regression/RANSAC.java,373,getConsensusSet(),getConsensusSet,1
jsat.regression,/regression/RANSAC.java,386,getModelError(),getModelError,1
jsat.regression,/regression/WarmRegressor.java,68,train(RegressionDataSet, Regressor),train,1
jsat.regression,/regression/BaseUpdateableRegressor.java,30,setEpochs(int),setEpochs,2
jsat.regression,/regression/BaseUpdateableRegressor.java,41,getEpochs(),getEpochs,1
jsat.regression,/regression/BaseUpdateableRegressor.java,47,train(RegressionDataSet, boolean),train,1
jsat.regression,/regression/BaseUpdateableRegressor.java,53,train(RegressionDataSet),train,1
jsat.regression,/regression/BaseUpdateableRegressor.java,66,trainEpochs(RegressionDataSet, UpdateableRegressor, int),trainEpochs,6
jsat.regression,/regression/OrdinaryKriging.java,52,OrdinaryKriging(Variogram, double, double),OrdinaryKriging,1
jsat.regression,/regression/OrdinaryKriging.java,64,OrdinaryKriging(Variogram, double),OrdinaryKriging,1
jsat.regression,/regression/OrdinaryKriging.java,73,OrdinaryKriging(Variogram),OrdinaryKriging,1
jsat.regression,/regression/OrdinaryKriging.java,82,OrdinaryKriging(),OrdinaryKriging,1
jsat.regression,/regression/OrdinaryKriging.java,88,regress(DataPoint),regress,2
jsat.regression,/regression/OrdinaryKriging.java,101,train(RegressionDataSet, boolean),train,12
jsat.regression,/regression/OrdinaryKriging.java,136,setUpVectorMatrix(int, RegressionDataSet, Matrix, Vec, boolean),setUpVectorMatrix,2
jsat.regression,/regression/OrdinaryKriging.java,158,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/OrdinaryKriging.java,164,clone(),clone,4
jsat.regression,/regression/OrdinaryKriging.java,189,setMeasurementError(double),setMeasurementError,1
jsat.regression,/regression/OrdinaryKriging.java,203,getMeasurementError(),getMeasurementError,1
jsat.regression,/regression/OrdinaryKriging.java,217,setNugget(double),setNugget,4
jsat.regression,/regression/OrdinaryKriging.java,231,getNugget(),getNugget,1
jsat.regression,/regression/OrdinaryKriging.java,260,PowVariogram(),PowVariogram,1
jsat.regression,/regression/OrdinaryKriging.java,265,PowVariogram(double),PowVariogram,1
jsat.regression,/regression/OrdinaryKriging.java,271,train(RegressionDataSet, double),train,3
jsat.regression,/regression/OrdinaryKriging.java,294,val(double),val,1
jsat.regression,/regression/OrdinaryKriging.java,300,clone(),clone,1
jsat.regression,/regression/KernelRidgeRegression.java,42,KernelRidgeRegression(),KernelRidgeRegression,1
jsat.regression,/regression/KernelRidgeRegression.java,53,KernelRidgeRegression(double, KernelTrick),KernelRidgeRegression,1
jsat.regression,/regression/KernelRidgeRegression.java,63,KernelRidgeRegression(KernelRidgeRegression),KernelRidgeRegression,4
jsat.regression,/regression/KernelRidgeRegression.java,78,guessLambda(DataSet),guessLambda,1
jsat.regression,/regression/KernelRidgeRegression.java,88,setLambda(double),setLambda,4
jsat.regression,/regression/KernelRidgeRegression.java,99,getLambda(),getLambda,1
jsat.regression,/regression/KernelRidgeRegression.java,108,setKernel(KernelTrick),setKernel,1
jsat.regression,/regression/KernelRidgeRegression.java,117,getKernel(),getKernel,1
jsat.regression,/regression/KernelRidgeRegression.java,123,regress(DataPoint),regress,2
jsat.regression,/regression/KernelRidgeRegression.java,133,train(RegressionDataSet, boolean),train,8
jsat.regression,/regression/KernelRidgeRegression.java,164,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/KernelRidgeRegression.java,170,clone(),clone,1
jsat.regression,/regression/Regressor.java,18,train(RegressionDataSet),train,1
jsat.regression,/regression/NadarayaWatson.java,26,NadarayaWatson(MultivariateKDE),NadarayaWatson,1
jsat.regression,/regression/NadarayaWatson.java,32,regress(DataPoint),regress,4
jsat.regression,/regression/NadarayaWatson.java,52,train(RegressionDataSet, boolean),train,1
jsat.regression,/regression/NadarayaWatson.java,59,collectVectors(RegressionDataSet),collectVectors,2
jsat.regression,/regression/NadarayaWatson.java,68,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/NadarayaWatson.java,74,clone(),clone,1
jsat.regression,/regression/RegressionModelEvaluation.java,57,RegressionModelEvaluation(Regressor, RegressionDataSet, boolean),RegressionModelEvaluation,1
jsat.regression,/regression/RegressionModelEvaluation.java,72,RegressionModelEvaluation(Regressor, RegressionDataSet),RegressionModelEvaluation,1
jsat.regression,/regression/RegressionModelEvaluation.java,85,setKeepModels(boolean),setKeepModels,1
jsat.regression,/regression/RegressionModelEvaluation.java,96,isKeepModels(),isKeepModels,1
jsat.regression,/regression/RegressionModelEvaluation.java,109,getKeptModels(),getKeptModels,1
jsat.regression,/regression/RegressionModelEvaluation.java,121,setWarmModels(Regressor...),setWarmModels,1
jsat.regression,/regression/RegressionModelEvaluation.java,131,setDataTransformProcess(DataTransformProcess),setDataTransformProcess,1
jsat.regression,/regression/RegressionModelEvaluation.java,142,evaluateCrossValidation(int),evaluateCrossValidation,1
jsat.regression,/regression/RegressionModelEvaluation.java,154,evaluateCrossValidation(int, Random),evaluateCrossValidation,2
jsat.regression,/regression/RegressionModelEvaluation.java,178,evaluateCrossValidation(List),evaluateCrossValidation,2
jsat.regression,/regression/RegressionModelEvaluation.java,211,evaluateCrossValidation(List, List),evaluateCrossValidation,2
jsat.regression,/regression/RegressionModelEvaluation.java,230,evaluateTestSet(RegressionDataSet),evaluateTestSet,1
jsat.regression,/regression/RegressionModelEvaluation.java,237,evaluationWork(RegressionDataSet, RegressionDataSet, int),evaluationWork,288
jsat.regression,/regression/RegressionModelEvaluation.java,347,addScorer(RegressionScore),addScorer,1
jsat.regression,/regression/RegressionModelEvaluation.java,363,getScoreStats(RegressionScore),getScoreStats,1
jsat.regression,/regression/RegressionModelEvaluation.java,375,prettyPrintRegressionScores(),prettyPrintRegressionScores,4
jsat.regression,/regression/RegressionModelEvaluation.java,389,getMinError(),getMinError,1
jsat.regression,/regression/RegressionModelEvaluation.java,398,getMaxError(),getMaxError,1
jsat.regression,/regression/RegressionModelEvaluation.java,407,getMeanError(),getMeanError,1
jsat.regression,/regression/RegressionModelEvaluation.java,416,getErrorStndDev(),getErrorStndDev,1
jsat.regression,/regression/RegressionModelEvaluation.java,425,getTotalTrainingTime(),getTotalTrainingTime,1
jsat.regression,/regression/RegressionModelEvaluation.java,434,getTotalClassificationTime(),getTotalClassificationTime,1
jsat.regression,/regression/RegressionModelEvaluation.java,443,getRegressor(),getRegressor,1
jsat.regression,/regression/RidgeRegression.java,50,RidgeRegression(),RidgeRegression,1
jsat.regression,/regression/RidgeRegression.java,55,RidgeRegression(double),RidgeRegression,1
jsat.regression,/regression/RidgeRegression.java,60,RidgeRegression(double, SolverMode),RidgeRegression,1
jsat.regression,/regression/RidgeRegression.java,70,setLambda(double),setLambda,4
jsat.regression,/regression/RidgeRegression.java,81,getLambda(),getLambda,1
jsat.regression,/regression/RidgeRegression.java,90,setSolverMode(SolverMode),setSolverMode,1
jsat.regression,/regression/RidgeRegression.java,99,getSolverMode(),getSolverMode,1
jsat.regression,/regression/RidgeRegression.java,105,regress(DataPoint),regress,1
jsat.regression,/regression/RidgeRegression.java,113,train(RegressionDataSet, boolean),train,60
jsat.regression,/regression/RidgeRegression.java,166,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/RidgeRegression.java,172,clone(),clone,2
jsat.regression,/regression/StochasticRidgeRegression.java,48,StochasticRidgeRegression(double, int, int, double),StochasticRidgeRegression,1
jsat.regression,/regression/StochasticRidgeRegression.java,61,StochasticRidgeRegression(double, int, int, double, DecayRate),StochasticRidgeRegression,1
jsat.regression,/regression/StochasticRidgeRegression.java,74,setLambda(double),setLambda,4
jsat.regression,/regression/StochasticRidgeRegression.java,85,getLambda(),getLambda,1
jsat.regression,/regression/StochasticRidgeRegression.java,95,setLearningRate(double),setLearningRate,1
jsat.regression,/regression/StochasticRidgeRegression.java,104,getLearningRate(),getLearningRate,1
jsat.regression,/regression/StochasticRidgeRegression.java,115,setLearningDecay(DecayRate),setLearningDecay,1
jsat.regression,/regression/StochasticRidgeRegression.java,124,getLearningDecay(),getLearningDecay,1
jsat.regression,/regression/StochasticRidgeRegression.java,135,setBatchSize(int),setBatchSize,2
jsat.regression,/regression/StochasticRidgeRegression.java,146,getBatchSize(),getBatchSize,1
jsat.regression,/regression/StochasticRidgeRegression.java,156,setEpochs(int),setEpochs,2
jsat.regression,/regression/StochasticRidgeRegression.java,167,getEpochs(),getEpochs,1
jsat.regression,/regression/StochasticRidgeRegression.java,173,getRawWeight(),getRawWeight,1
jsat.regression,/regression/StochasticRidgeRegression.java,179,getBias(),getBias,1
jsat.regression,/regression/StochasticRidgeRegression.java,185,getRawWeight(int),getRawWeight,2
jsat.regression,/regression/StochasticRidgeRegression.java,194,getBias(int),getBias,2
jsat.regression,/regression/StochasticRidgeRegression.java,203,numWeightsVecs(),numWeightsVecs,1
jsat.regression,/regression/StochasticRidgeRegression.java,209,regress(DataPoint),regress,1
jsat.regression,/regression/StochasticRidgeRegression.java,214,regress(Vec),regress,1
jsat.regression,/regression/StochasticRidgeRegression.java,220,train(RegressionDataSet, boolean),train,1
jsat.regression,/regression/StochasticRidgeRegression.java,226,train(RegressionDataSet),train,1812
jsat.regression,/regression/StochasticRidgeRegression.java,326,supportsWeightedData(),supportsWeightedData,1
jsat.regression,/regression/StochasticRidgeRegression.java,332,clone(),clone,2
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,17,CoefficientOfDetermination(),CoefficientOfDetermination,1
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,26,CoefficientOfDetermination(CoefficientOfDetermination),CoefficientOfDetermination,1
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,32,getScore(),getScore,2
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,45,lowerIsBetter(),lowerIsBetter,1
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,51,clone(),clone,1
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,57,hashCode(),hashCode,1
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,63,equals(Object),equals,3
jsat.regression.evaluation,/regression/evaluation/CoefficientOfDetermination.java,73,getName(),getName,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,18,RelativeAbsoluteError(),RelativeAbsoluteError,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,27,RelativeAbsoluteError(RelativeAbsoluteError),RelativeAbsoluteError,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,33,getScore(),getScore,2
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,46,lowerIsBetter(),lowerIsBetter,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,52,clone(),clone,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,58,hashCode(),hashCode,1
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,64,equals(Object),equals,3
jsat.regression.evaluation,/regression/evaluation/RelativeAbsoluteError.java,74,getName(),getName,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,16,MeanAbsoluteError(),MeanAbsoluteError,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,24,MeanAbsoluteError(MeanAbsoluteError),MeanAbsoluteError,2
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,31,prepare(),prepare,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,37,addResult(double, double, double),addResult,2
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,45,addResults(RegressionScore),addResults,2
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,53,getScore(),getScore,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,59,lowerIsBetter(),lowerIsBetter,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,65,clone(),clone,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,71,hashCode(),hashCode,1
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,77,equals(Object),equals,3
jsat.regression.evaluation,/regression/evaluation/MeanAbsoluteError.java,87,getName(),getName,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,18,MeanSquaredError(),MeanSquaredError,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,23,MeanSquaredError(boolean),MeanSquaredError,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,28,setRMSE(boolean),setRMSE,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,33,isRMSE(),isRMSE,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,42,MeanSquaredError(MeanSquaredError),MeanSquaredError,2
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,50,prepare(),prepare,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,56,addResult(double, double, double),addResult,2
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,64,addResults(RegressionScore),addResults,2
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,72,getScore(),getScore,2
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,81,lowerIsBetter(),lowerIsBetter,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,87,hashCode(),hashCode,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,93,equals(Object),equals,3
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,103,clone(),clone,1
jsat.regression.evaluation,/regression/evaluation/MeanSquaredError.java,109,getName(),getName,2
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,17,RelativeSquaredError(),RelativeSquaredError,1
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,26,RelativeSquaredError(RelativeSquaredError),RelativeSquaredError,1
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,32,getScore(),getScore,2
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,45,lowerIsBetter(),lowerIsBetter,1
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,51,clone(),clone,1
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,57,hashCode(),hashCode,1
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,63,equals(Object),equals,3
jsat.regression.evaluation,/regression/evaluation/RelativeSquaredError.java,73,getName(),getName,1
jsat.regression.evaluation,/regression/evaluation/TotalHistoryRegressionScore.java,28,TotalHistoryRegressionScore(),TotalHistoryRegressionScore,1
jsat.regression.evaluation,/regression/evaluation/TotalHistoryRegressionScore.java,36,TotalHistoryRegressionScore(TotalHistoryRegressionScore),TotalHistoryRegressionScore,2
